Ahuriri,1990,29.33,33.56,34.16,34.14,36.76,36.85,40.51,43.62,43.67,45.19,36.74,40.91,41.05,41.27,40.74,33.44,32.42,36.94,35.39,40.36,42.36,32.58,39.38,43.08,47.46,50.63,49.06,54.19,55.09,59.69,64.2,59.6,63.41,65.92,60.37,62.82,66.45,61.7,57.26,59.89,62.37,54.67,46.8,41.8,42.2,35.49,31.79,35.32,33.96,32.96,32.95,33.79,33.44
Ahuriri,1991,27.6,80.7,39.8,50.1,34.1,28.1,24.6,27.4,22.3,20.1,25.9,20,18,16.1,14.6,13.6,14.6,13.6,17.8,98.8,105.8,46.6,48.3,35.1,139.7,64.1,46.2,34.4,39.2,113.7,61.1,60.3,46.1,37.7,38.6,42.5,37.8,45.6,49.4,57.4,48.5,50.2,36.4,29.5,27,27.4,36.5,36.7,31.1,21.1,18.8,26.9,26.9
Ahuriri,1992,37.4,35.5,25.2,20.4,18.1,16.7,15.6,33.3,20.7,17.4,15.3,14.7,15.1,13.2,25.5,21,24.3,33.8,51,65.9,41.5,37.1,26.1,21.8,20.2,19.1,19.9,19.8,39,59.6,122,68.5,71.3,104.3,67.7,56.2,53.6,47,34.3,35.2,39.3,36,63.5,73.8,49.6,51.8,37.3,26.9,24,44.7,24.6,21,18.6
Ahuriri,1993,26.5,52,27.7,22.1,19.6,25.7,73.5,46.7,48.8,79.8,115.3,82.7,65.2,41.1,36.5,37.2,39.5,40.2,28.4,31.4,27.4,22.6,30.9,29.4,25.1,23.5,45.7,131.4,56.9,55,42.4,37,30.8,31.2,34.5,41.9,37.3,42.5,82.1,72.8,244.5,108.6,151,85.5,44.1,34.4,49.1,34.9,32.7,28,100.6,48.1,48.1
Ahuriri,1994,33.8,27.5,26.4,46.4,28.4,28.7,24,42.7,58.7,40.2,29.9,27.5,52,38.6,59.5,34.2,34.1,36.2,35.9,58.2,38.6,35.6,34.8,45.1,38.8,45.5,37.2,33.7,32.9,35.1,56.5,160.7,132.2,101.9,97.7,103.1,87.9,71.9,49.3,57.1,61.1,52.3,58.5,45,41.7,30.2,27.6,23.9,19,21.8,50.4,138.2,138.2
Ahuriri,1995,57,71.1,57.3,46.8,32.5,29.8,30.5,35.4,33.6,35.3,28.1,29,24.4,23,22.4,19.6,18,16.5,14.9,14.6,55,54.2,89.7,79.7,116.9,108.1,123.8,113.9,85.7,83.7,68,65.8,84,67.3,78.7,101.3,99.4,277.4,95.1,133.2,62.5,52.2,43.5,38,49.5,55.2,43.5,31.5,51.6,37,35.4,40.4,40.4
Ahuriri,1996,28.1,50.1,101.4,67.3,49.5,46.3,49.5,39.3,44.8,40.2,38.5,32.2,26.6,23.5,19.9,18.7,18.3,17.1,17.9,18,16.4,16.5,15.9,24.8,32.9,45.7,43.8,114.3,90.5,99.2,80.5,57.3,42,49.2,62.1,52.7,42.5,41.9,68.2,68.1,48.4,58,43,34.5,31.8,60.4,44.6,33.1,45.6,40.9,34.2,31.7,31.7
Ahuriri,1997,27,48.5,61.8,59.7,45.8,34.2,26.5,24.6,41.5,35.2,28.9,24.5,22.1,19.7,17.7,25.7,23.6,19.9,21,37.9,102.1,52.7,45,31.4,27.7,24.7,25.4,43.7,58.2,55.9,37.2,64.8,45.8,85.3,86.1,90.2,74.2,48,80,71.1,42.7,33.5,45.3,41.2,47.9,40.7,42.5,76.2,56.5,89.7,67.8,50.7,50.7
Ahuriri,1998,53.1,85.5,48.1,48.4,48.3,42.4,38.4,29.7,28.7,33.2,31.3,29.2,38.1,80.7,53.7,45.4,33.2,118.6,67.7,64.9,38.9,34.3,34.3,30.4,28.4,52.7,60.3,58.5,121.1,82.5,92.9,107.1,66,47,40.1,31.8,36.1,38.9,42.5,35,30.5,26.6,27.3,21.4,21,18.2,16.8,18.7,26.2,29.1,36.5,24.4,37.1
Ahuriri,1999,35.1,32.1,55.4,67.2,33.7,24.7,67,45.4,37.7,35.3,37.3,35.1,26.2,36.5,43.4,30.9,26.7,21.8,19.5,17.9,27.1,21.8,32.3,43,30.8,27.4,25.6,28.8,29.9,62.2,116.7,88,125.1,242.4,70.5,49.2,38.9,34.4,29.3,34.3,39.5,28.2,48.5,61.9,41.7,31.1,30.9,24.1,21.4,24.1,26.6,25.5,25.5
