Scheme,Unit,Year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
Hawea,cumecs,2005,33.10614286,22.857,21.13042857,15.72271429,41.83842857,27.52257143,45.268,25.05714286,39.88742857,22.82614286,20.09157143,46.59528571,31.85957143,33.03028571,33.07485714,24.59457143,17.93828571,40.56028571,20.49271429,66.55671429,71.46,52.71557143,162.3204286,110.5391429,45.61785714,33.85042857,70.07971429,48.30628571,32.83471429,32.15628571,52.35428571,50.64542857,53.96357143,48.70685714,31.96985714,38.60171429,45.05342857,53.37471429,47.365,56.032,51.17228571,95.02785714,36.59071429,29.00442857,16.03442857,21.14771429,23.10357143,17.86328571,25.38842857,37.37257143,23.18985714,18.19914286,18.19914286
Hawea,cumecs,2006,29.43942857,49.69057143,39.07371429,77.65428571,66.56828571,27.392,37.45514286,35.98114286,101.7771429,40.04014286,61.97114286,59.75514286,26.235,27.97442857,27.926,43.99571429,27.29842857,32.76828571,27.82042857,19.11071429,44.763,25.34985714,64.73271429,49.80271429,39.16485714,123.6148571,84.16942857,77.30685714,122.2344286,71.987,85.88014286,62.05242857,113.7205714,168.9128571,95.955,205.094,78.72757143,69.33257143,57.54128571,93.531,55.50828571,64.367,52.811,39.10742857,53.10742857,33.90814286,23.51985714,19.18471429,14.10057143,52.45271429,36.94685714,14.53842857,14.54
Hawea,cumecs,2007,34.05414286,17.22228571,13.141,22.05057143,15.89157143,26.63442857,49.505,37.58528571,67.204,123.1322857,27.474,17.90528571,30.159,141.379,45.929,27.60228571,24.58157143,31.97342857,18.55028571,98.72385714,34.53328571,21.03957143,45.35685714,27.14671429,44.93214286,40.20557143,91.26628571,119.1852857,83.91157143,98.326,64.67885714,72.70542857,50.64157143,46.57042857,56.94142857,36.63,65.02857143,115.9045714,66.49128571,57.77271429,35.63342857,40.77814286,84.89085714,51.59785714,28.99028571,20.51042857,30.95185714,49.67071429,77.91957143,34.38842857,20.48885714,28.90614286,28.91
Hawea,cumecs,2008,25.41814286,19.243,13.184,12.51985714,34.86057143,52.15342857,37.21157143,12.16685714,17.12257143,21.73542857,22.77914286,88.226,42.94328571,27.018,42.18514286,61.54842857,42.65271429,29.45228571,25.05585714,16.98814286,18.68485714,23.17628571,56.32971429,156.9264286,57.82485714,83.74542857,149.8948571,116.8805714,71.05014286,67.60514286,44.22085714,54.92142857,67.36442857,92.70542857,164.5322857,93.92685714,141.7065714,93.484,144.6795714,67.70428571,100.2272857,81.06657143,85.60142857,32.24542857,34.17242857,20.27042857,17.06614286,72.29614286,42.49914286,50.54671429,22.35657143,17.76342857,17.76
Hawea,cumecs,2009,22.015,54.39228571,47.506,49.39214286,156.9114286,77.08185714,34.61742857,304.2898571,92.85314286,41.72885714,37.23614286,79.38471429,39.43557143,32.20928571,31.31057143,23.97242857,17.55828571,39.72042857,48.55714286,45.98142857,99.518,87.44842857,209.716,68.49728571,64.68128571,50.12857143,28.16942857,40.24285714,28.17571429,38.30671429,26.88114286,36.52242857,42.92385714,40.03371429,64.53357143,60.08157143,59.75571429,188.5348571,79.15371429,77.26957143,106.559,131.9037143,65.53914286,45.57728571,28.26057143,23.95157143,19.93385714,15.39628571,21.84514286,9.103857143,12.232,54.39557143,59.93542857
Hawea,cumecs,2010,35.74742857,30.37471429,36.43485714,116.2731429,177.475,72.80742857,62.65171429,36.33542857,40.15685714,36.70342857,39.35014286,67.57957143,42.56857143,29.86571429,23.36342857,23.99528571,22.97685714,128.2331429,46.70557143,108.8654286,44.01328571,43.799,84.72257143,71.12785714,53.88942857,73.01228571,126.4705714,61.09971429,73.06928571,60.6,71.08328571,53.25557143,63.23528571,62.86042857,43.90285714,30.39557143,43.00928571,110.2372857,307.064,203.9877143,133.4,54.44,44.06,72.62,192.61,72.56,62.03,76.3,56.14,50.34,75.96,51.69,51.69
Hawea,cumecs,2011,27.16,18.26,25.18,55.23,40.2,77.74,77.04,59.47,31.11,69.49,37.47,33.17,30.37,17.28,50.33,22.9,24.87,26.06,27.85,24.41,16.17,26.29,22.47,65.1,32.79,27.42,48.82,48.04,62.87,162.2,124.84,74.78,65.28,94.04,79.92,58.14,68.09,61.14,32.73,21.57,25.08,49.02,13.46,27.99,30,5.02,22.91,52.27,32,49.21,20.8,47.6,47.6
Hawea,cumecs,2012,20.78,24.11,14.64,7.97,27.53,18.34,34.02,15.9,81.33,30.69,18.25,16.56,102.92,23.97,13.33,136.19,34.45,31.92,28.22,25.03,17.31,32.18,122.16,182.5,87.09,80.25,80.74,74.14,123.84,98.82,93.47,89.28,76.89,63.54,58.13,82.4,69.26,66.73,48.43,250.39,210.75,189.9,62.66,43.79,69.71,40.3,27.16,25.8,28.7,32.76,33.6,25.03,25.03
Hawea,cumecs,2013,28.6,23.08,20.79,22.88,50.46,94.48,51.11,27.52,45.98,202.8,55.08,53.74,53.91,113.83,205.97,55.8,69.54,34.92,53.9,2.07,51.99,42.87,36.41,116.11,75.87,66.3,63.73,107.98,133.75,200.26,206.64,67.72,166.8,60.38,55.48,76.37,67.43,61.85,59.14,63.79,180.96,88.02,49.17,63.25,37.27,37,34.67,28.65,23.39,19.54,36.58,13.15,13.15
Hawea,cumecs,2014,14.81,34.49,40.74,23.31,59.65,112.12,63.68,94.23,143.6,98.5,82.71,68.79,110.25,124.8,59.77,96.03,45.7,45.36,209.89,88.87,42.97,34.95,29.18,22.69,60.94,40.07,36.37,66.25,55.45,95.18,44.66,104.31,65.03,60.1,154.42,73.52,60.5,48.7,108.23,59.51,45.56,37.96,56.65,30.99,60.7,45.68,25.12,15.75,36.32,48.82,13.6,16.24,16.24
Hawea,cumecs,2015,12.26,18.28,25.63,25.83,124.89,87.22,192.9,93.34,43.65,44.49,96.26,61.21,96.12,52.73,59.78,49.44,42.8,47.09,77.66,41.62,87.27,46.06,59.46,44.84,41.2,54.47,34.83,62.93,78.35,102.24,80.16,50.97,46.14,36.6,78.48,153.77,116.84,47.32,47.86,34.22,31.61,16.78,46.03,75.83,37.47,22.58,31.28,107.43,31.64,39.99,27.91,84.88,30.11
Hawea,cumecs,2016,24.3,53.66,19.69,28.31,40.51,76.7,219.99,74.89,39.95,23.32,144.57,75.52,56.35,33.85,92.06,89.87,84.12,59.77,32.22,16.89,25.43,34.73,66.64,34.69,54.03,35.93,43.06,67.7,96.61,86.58,65.34,88.27,105.07,74.43,100.66,69.01,81.83,74.66,91.51,55.21,27.99,92.49,93.94,106.6,63.37,61.2,41.28,30.74,26.05,17.06,16.63,14.79,14.79
Hawea,cumecs,2017,8.05,32.1,28.53,18.63,41.49,24.25,28.55,18.86,18.35,12.75,26.03,19.66,25.07,45.28,16.44,28.56,36.26,42.78,57.38,73.89,115.06,54.61,45.51,50.82,152.26,133.94,61.04,44.66,40.99,45.04,43.08,102.09,56.7,49.53,54.52,38.81,62.07,33.47,23.22,24.9,18.34,29.49,33.45,17.14,143.07,34.21,45.16,75.64,54.41,28.51,40.36,63.12,63.12
Hawea,cumecs,2018,43.46,40.7,79.16,61.24,65.03,66.04,57.46,86.71,43.78,27.18,41.72,24.53,29.47,20.54,120.42,44.11,65.27,55.92,52.81,34.66,30.83,20.74,19.24,19.12,87.24,45.52,61.92,45.97,65.99,67.13,80.62,84.14,202.07,82.01,94.12,84.01,53.91,71.41,50.45,57.5,72.44,44.79,61.85,55.28,29.59,23.43,40.4,27.63,40.65,38.65,58.51,169.48,169.48
Hawea,cumecs,2019,87.38,68.44,72.4,52.14,120.11,57.67,104.41,48.36,131.91,176.91,48.43,40.22,36.31,41.49,28.68,110.41,44.8,35.47,23.84,20.68,27.35,34.69,26.15,24.09,32,24.41,43.03,80.95,106.6,66.73,67.75,65.53,217.6,205.73,125.87,345.89,347.92,131.88,110.34,65.3,64.3,48.15,42.39,41.42,153.87,35.21,35.98,42.88,116.01,42.98,33,29.61,29.61
Hawea,cumecs,2020,24.59,27.97,52.29,46.2,46.35,110.88,49.01,54.02,41.18,26.86,29.67,21.79,28.45,28.48,85.99,52.29,87.03,40.41,65.33,43.6,25.61,41.16,37.54,43.84,94.97,136.44,152.5,105.4,164.89,74.83,124.89,134.76,80.21,59.18,42.85,44.16,44.92,42.78,49.48,40.9,63.51,40.74,80.18,52.33,34.4,45.56,19.55,23.16,27.7,60.46,37.88,22.13,23.92
Hawea,cumecs,2021,15.92,95.85,51.31,47.03,39.46,103.38,65.48,59.69,49.23,62.73,98.07,50.72,92.52,107.29,63.3,134.1,83.74,63.24,42.26,106.07,96.3,69.14,58.51,158.86,87.36,109.45,56.21,81.33,94.53,78.53,60.38,61.79,88.86,69.73,80.7,122.99,69.01,87.46,70.72,46.72,22.28,31.24,26.48,64.66,198.59,41.49,38.91,36.11,22.47,28.65,17.92,14.68,14.68
Hawea,cumecs,2022,29.17,29.84,20.76,71.47,23.56,45.92,34.89,61.78,57.48,83.39,110.77,43.39,63.58,45.23,69.31,241.87,90.61,91.75,184.5,88.78,215.83,76.47,169.04,56.64,50.16,49.54,64.87,55.98,43.06,43.56,173.47,167.11,79.56,85.91,76.08,50.29,68.32,63.39,47.61,32.07,34.85,28.74,15.87,22.86,97.92,14.97,37.03,28.24,30.74,77.04,140.52,45.93,45.93
Hawea,cumecs,2023,52.3,44.23,45.39,30.26,64.44,156.45,65.46,62.96,167.23,152.23,48,37.95,49.6,38.81,24.74,20.63,22.35,28.1,24.41,12.41,35.6,23.91,23.04,64.31,125.02,251.81,91.61,66.6,101.2,84.36,106.47,48.33,69.86,50.17,43.17,63.99,39.34,89.77,81.65,83.9,75.79,70.39,65.6,61.94,64.2,50.86,53.87,53.25,52.92,59.79,54.86,48.64,48.64
Manapouri,cumecs,1931,323,296,266,237,213,199,185,190,306,392,393,347,323,377,704.5882857,320.9788571,361.0578571,302.3964286,262.5665714,292.3252857,392.9282857,294.1058571,272.1195714,270.33,284.4125714,265.0632857,302.6517143,379.8082857,796.0964286,734.6172857,482.3614286,675.7814286,533.7172857,557.5075714,565.3721429,696.679,421.3337143,393.2808571,555.5377143,537.8031429,438.1798333,817.7971429,562.4941429,664.7708571,703.6975714,521.4224286,319.9155714,311.9208571,519.0578571,232.0065714,211.6807143,182.6914286,236.5414286
Manapouri,cumecs,1932,190.4831429,287.4637143,234.3747143,594.9357143,224.7247143,328.3298571,203.8208571,335.5021429,339.8782857,216.0198571,170.9807143,126.0781429,313.2764286,265.9601429,232.895,105.2204286,55.47314286,134.9667143,85.36628571,179.2068571,293.0611429,468.3851429,376.6422857,605.8612857,323.4168571,189.5204286,293.7041429,672.8602857,401.1668571,216.8601429,155.0221429,634.2215714,387.1147143,265.9477143,1269.101,215.1842857,387.152,220.3614286,200.368,587.0761429,317.2137143,186.1047143,141.1525714,450.0217143,458.7145714,411.7345714,915.1044286,773.2048571,467.7484286,315.8605714,209.0131429,1136.153,1136.153
Manapouri,cumecs,1933,487.6684286,490.1835714,864.088,1216.829429,519.3417143,601.1058571,1354.188286,983.4887143,470.283,197.734,141.5401429,125.0565714,137.261,218.9714286,143.3961429,370.3815714,128.8831429,402.4472857,570.8394286,533.8405714,200.954,236.2427143,202.57,147.0041429,946.3658571,606.0331429,191.3571429,1048.668714,487.4488571,435.306,792.4392857,411.0891429,253.0761429,546.9402857,231.668,159.1911429,267.4381429,209.1512857,714.549,499.081,146.283,579.0464286,154.5697143,447.1274286,183.2154286,88.02542857,123.5711429,86.66357143,362.6668571,452.9838571,161.9744286,807.0087143,807.0087143
Manapouri,cumecs,1934,222.6568571,427.0214286,495.7821429,878.7325714,420.1145714,512.3341429,574.9505714,1013.82,438.274,460.8174286,136.7608571,137.046,158.1821429,367.3027143,259.7855714,721.8462857,238.1608571,138.6027143,330.19,545.404,695.3875714,357.92,330.7854286,300.343,493.9177143,728.4127143,1247.915,841.0037143,685.0331429,504.9078571,269.4217143,206.3014286,253.547,412.3052857,224.5505714,184.9094286,124.4147143,135.706,421.1844286,398.7652857,667.3534286,275.0705714,1148.498,1231.617429,226.0292857,146.346,62.31728571,255.4338571,131.309,81.51742857,295.2377143,860.3318571,860.3318571
Manapouri,cumecs,1935,753.9795714,584.471,332.1141429,92.30285714,209.5151429,404.1267143,155.0614286,619.0594286,201.8092857,503.7454286,304.0472857,202.753,332.0758571,265.3577143,121.6385714,228.4351429,295.9081429,84.40728571,425.1465714,398.9602857,288.0722857,309.6738571,285.623,165.3857143,137.8854286,119.773,305.2008571,869.174,852.5035714,355.687,276.0935714,302.9445714,173.3788571,224.1391429,287.2794286,234.3294286,234.9322857,457.1197143,246.596,411.0678571,130.2385714,120.0434286,531.922,181.3237143,786.0154286,147.2614286,310.781,275.8438571,349.4035714,194.1791429,226.4992857,177.8964286,177.8964286
Manapouri,cumecs,1936,416.9868571,799.005,369.8828571,269.8562857,364.883,811.3094286,479.4541429,407.7544286,283.9794286,121.4954286,133.8351429,182.6394286,206.3578571,328.3081429,391.4387143,236.926,363.376,212.2058571,105.1854286,684.285,775.9975714,665.1068571,582.236,427.8048571,589.584,833.7007143,721.4038571,883.9577143,1551.369571,834.4731429,539.7447143,694.7278571,701.818,336.0122857,1323.509571,573.9275714,432.736,304.0257143,630.0808571,377.8432857,292.6835714,750.5448571,356.804,690.915,546.2237143,289.8162857,350.6007143,289.3327143,485.7008571,463.6804286,214.7688571,305.9168571,287.1965714
Manapouri,cumecs,1937,621.036,611.3517143,345.757,732.0191429,396.05,626.5764286,346.7244286,285.3255714,375.3304286,415.9418571,198.9431429,130.3061429,103.7835714,110.7372857,598.5935714,275.3052857,273.8115714,441.2197143,262.7322857,178.91,308.5872857,188.769,124.3298571,347.0065714,308.0255714,310.1131429,280.1088571,342.09,184.1508571,195.6077143,273.4152857,346.3264286,281.4795714,616.4198571,238.8941429,284.8427143,206.351,217.4301429,458.7084286,392.0882857,1145.447857,293.9135714,118.0707143,126.0762857,263.5575714,341.6601429,177.9791429,290.75,262.1184286,251.2541429,313.0431429,213.8704286,213.8704286
Manapouri,cumecs,1938,202.0202857,207.4061429,253.977,135.2787143,93.76585714,215.1892857,231.7797143,277.0501429,434.7501429,246.1208571,331.8168571,498.1897143,305.895,261.0842857,206.0334286,268.3967143,176.5374286,62.27571429,247.0201429,613.125,340.8452857,320.2958571,216.9772857,422.5398571,717.4568571,238.2601429,759.455,1005.854714,814.7335714,500.23,400.3671429,300.933,370.1765714,482.3087143,383.3837143,486.6825714,803.6995714,316.3815714,236.9127143,510.8137143,409.3768571,697.0894286,551.8351429,363.6557143,191.235,292.4535714,1236.240857,293.4192857,195.0412857,194.9884286,121.8955714,97.492,97.492
Manapouri,cumecs,1939,144.9135714,110.0502857,999.973,275.1241429,336.7007143,275.2344286,563.8712857,413.5612857,252.0665714,163.625,323.5238571,333.1298571,756.9604286,862.5468571,196.4767143,133.7978571,208.1471429,220.6632857,132.2692857,242.7372857,157.0025714,287.1574286,434.1457143,698.2522857,504.0105714,488.7654286,302.4414286,389.8931429,265.3177143,411.2852857,268.6011429,406.343,927.7851429,575.7062857,256.5601429,550.13,901.5104286,319.5005714,832.2258571,271.2037143,158.9187143,273.1725714,139.2305714,497.3198571,613.1002857,1428.218286,683.2042857,1405.983857,958.7375714,319.9342857,185.5722857,391.8492857,391.8492857
Manapouri,cumecs,1940,824.9704286,348.977,236.7094286,170.8662857,440.777,317.4405714,361.0271429,1137.359429,409.3621429,393.9541429,716.1782857,318.5478571,341.5068571,227.6067143,212.9477143,146.6955714,125.8495714,140.5055714,167.7097143,134.8295714,177.6012857,598.473,301.6031429,180.9951429,327.9482857,655.226,330.9251429,172.5695714,663.4235714,757.5327143,1501.406143,529.6795714,510.7117143,300.2057143,208.873,365.4751429,748.9362857,334.367,336.7454286,236.8158571,454.7111429,383.7985714,285.8452857,208.3475714,701.413,405.8961429,272.0415714,317.4232857,262.7031429,542.8381429,128.6274286,104.2484286,104.2484286
Manapouri,cumecs,1941,515.6782857,781.6435714,388.7152857,223.1028571,193.4114286,141.5164286,334.4752857,525.5334286,759.0762857,587.5012857,506.2727143,491.6208571,207.4427143,173.2762857,676.6011429,213.1117143,141.2548571,189.7217143,141.5342857,282.143,123.1902857,93.10142857,129.4148571,372.4991429,245.6602857,309.9344286,726.6877143,292.5375714,230.639,303.978,325.5718571,425.3042857,647.0472857,872.8087143,1192.680714,523.7188571,393.2007143,344.3538571,341.3592857,191.5494286,216.6647143,448.2262857,1017.688714,226.4922857,194.2308571,162.078,147.7551429,231.0661429,853.649,306.7848571,281.597,567.94,567.94
Manapouri,cumecs,1942,357.561,588.4738571,585.5608571,546.106,237.5375714,872.6231429,513.295,929.9512857,557.3662857,156.2867143,129.2741429,237.9605714,634.2421429,494.3174286,849.4657143,491.1057143,280.1371429,306.9877143,227.2972857,215.4921429,320.4455714,983.8934286,248.4871429,318.5974286,227.2707143,1054.830714,794.0385714,1338.734286,432.0031429,428.6437143,487.9875714,384.2022857,696.3202857,901.0958571,347.4011429,457.4134286,375.8862857,577.68,482.9605714,249.354,185.4087143,236.635,408.293,386.8052857,396.6038571,687.8837143,582.4991429,384.0388571,299.4484286,1004.591286,294.7047143,415.1615714,335.8272857
Manapouri,cumecs,1943,174.0747143,332.3131429,312.9744286,1198.985429,297.5658571,666.1787143,646.116,164.1271429,131.5425714,402.4987143,321.5035714,286.608,251.3808571,188.5587143,414.508,142.8854286,268.8917143,214.1625714,189.2922857,93.32557143,79.27557143,336.7628571,401.97,420.4665714,324.095,223.8507143,243.9801429,309.2628571,586.7087143,314.8915714,296.7797143,705.0997143,516.2445714,303.8838571,296.1094286,231.5227143,302.637,395.6935714,270.6902857,193.5392857,174.0802857,299.5422857,396.677,205.9452857,532.7635714,703.3145714,259.0064286,399.3357143,164.9661429,238.7607143,359.4211429,269.9498571,269.9498571
Manapouri,cumecs,1944,830.6444286,398.4582857,261.2651429,376.625,410.3064286,293.156,355.9105714,175.7697143,114.3564286,356.0384286,313.3474286,969.9821429,418.9677143,190.5724286,617.2588571,526.6148571,167.8845714,194.0145714,296.0517143,289.865,220.0304286,156.3155714,240.4357143,531.015,273.3937143,293.0868571,476.163,483.568,667.6741429,683.5655714,740.7615714,393.3788571,611.9462857,552.4075714,780.4718571,468.4877143,251.5924286,505.4741429,311.2871429,757.7037143,377.2648571,197.5802857,674.3544286,527.9997143,430.7068571,170.6111429,556.5254286,285.9077143,817.893,588.765,983.9922857,1182.162,1182.162
Manapouri,cumecs,1945,483.1318571,510.1588571,636.8915714,286.256,565.848,478.0548571,271.8472857,178.6377143,258.9772857,255.3772857,270.401,134.9735714,120.4878571,94.24785714,256.3055714,322.3404286,124.7044286,117.4494286,465.6141429,176.1894286,465.4265714,482.8245714,495.3855714,586.9185714,630.141,403.311,271.7188571,260.3952857,703.034,299.0651429,274.6901429,939.2612857,991.06,677.1788571,1017.647714,963.3768571,434.9105714,272.6255714,426.6638571,186.9622857,220.6661429,258.4012857,551.1814286,452.3394286,1167.317143,1018.382429,917.8267143,295.4442857,519.2557143,160.9874286,271.071,101.6592857,101.6592857
Manapouri,cumecs,1946,139.9018571,366.9678571,326.71,150.5954286,86.63028571,256.0554286,266.2138571,151.5224286,78.10585714,67.106,93.519,424.0451429,129.295,76.72271429,68.39114286,579.7817143,316.1734286,390.154,565.0981429,802.4485714,536.945,428.9601429,185.5504286,784.685,1269.075143,535.5468571,282.3921429,210.2812857,1303.810714,1473.117429,517.675,386.7732857,215.4701429,154.7168571,218.7861429,800.3627143,389.7474286,1019.384143,1110.655429,357.8445714,371.4291429,260.0597143,255.5275714,274.9212857,231.9448571,316.8551429,153.6845714,292.0948571,130.8975714,120.2005714,103.0841429,152.4624286,152.4624286
Manapouri,cumecs,1947,78.87742857,221.6508571,124.5381429,75.82142857,92.46828571,238.0735714,478.2764286,128.922,184.4172857,311.297,230.6814286,392.9785714,793.4905714,483.7655714,189.1121429,403.4414286,417.7231429,146.9712857,494.979,398.925,299.6905714,162.0808571,292.7087143,413.2052857,417.4841429,646.6662857,897.9147143,475.0327143,436.4314286,553.2055714,603.1668571,283.838,699.6695714,246.0578571,177.7725714,496.1458571,232.1761429,103.0101429,208.8298571,365.859,807.4578571,575.6664286,265.4417143,147.5768571,166.9138571,149.2688571,128.4177143,324.9345714,283.7147143,642.5461429,559.4004286,356.4317143,331.2882857
Manapouri,cumecs,1948,350.0815714,216.6707143,103.2454286,172.651,126.815,267.8557143,138.4847143,196.2472857,1020.648,312.2017143,236.1901429,188.062,222.1401429,517.0022857,502.6727143,422.2087143,316.4472857,291.534,273.1918571,279.7308571,222.0457143,251.6564286,323.1715714,331.0847143,338.9952857,1240.239143,540.1528571,390.9461429,586.198,898.655,1639.577714,1117.321714,577.4967143,245.9888571,284.363,449.4275714,595.0932857,1389.026143,492.5994286,234.1231429,386.4638571,130.7882857,363.0064286,297.4104286,500.7072857,970.2377143,636.162,567.3317143,358.9157143,169.1127143,1400.617143,470.5105714,470.5105714
Manapouri,cumecs,1949,432.8612857,1066.404714,371.2931429,418.8342857,210.1438571,169.588,170.9422857,146.1847143,412.6342857,118.6058571,138.5211429,153.5365714,136.718,201.9931429,989.823,294.5828571,671.1214286,412.8722857,350.7184286,199.8005714,640.349,525.6534286,248.7848571,330.797,161.4712857,416.602,447.2528571,679.5391429,524.3198571,752.9268571,648.04,229.141,178.8682857,261.0882857,310.0222857,271.4081429,355.8384286,569.6452857,643.3822857,472.5348571,1209.984857,748.6044286,188.2312857,487.3042857,579.5102857,281.0732857,207.1407143,223.116,244.3204286,296.4187143,330.356,220.7285714,220.7285714
Manapouri,cumecs,1950,126.5482857,397.0198571,364.3201429,195.855,76.70314286,242.781,85.65542857,112.3552857,962.91,595.0967143,397.689,269.7424286,122.374,156.6537143,710.6778571,276.3584286,425.298,211.6954286,460.7548571,194.7424286,332.746,236.1357143,203.552,483.4654286,593.1752857,278.9651429,212.7718571,286.0445714,312.9094286,306.983,175.6405714,369.1851429,138.1137143,239.5128571,150.5514286,799.8525714,498.3381429,711.649,312.7588571,199.4332857,163.224,111.705,182.4674286,196.2254286,173.1294286,156.4397143,172.6007143,105.0282857,51.47728571,315.9367143,159.6374286,103.4725714,103.4725714
Manapouri,cumecs,1951,102.2681429,191.342,229.193,232.9038571,306.091,139.3528571,147.3648571,263.3988571,533.8165714,255.8658571,160.9887143,278.4327143,209.1722857,117.0712857,285.7877143,931.1537143,920.2712857,768.4727143,277.3694286,355.3728571,200.218,186.0248571,269.525,242.5434286,993.7437143,502.6524286,539.6232857,300.3058571,343.0327143,426.5622857,810.6255714,579.1915714,917.5052857,452.4341429,380.8432857,410.5535714,354.4421429,277.7315714,361.7135714,395.4705714,886.285,424.7815714,357.5108571,307.1881429,1939.466714,314.1362857,247.809,240.8622857,219.8068571,107.8641429,476.728,546.7074286,546.7074286
Manapouri,cumecs,1952,708.2602857,491.2398571,282.7061429,247.0904286,209.9502857,623.6675714,528.4822857,622.3427143,286.3375714,332.6395714,374.5864286,226.6551429,157.9888571,1223.635286,320.4292857,173.7905714,243.6707143,126.869,108.8664286,90.884,94.58142857,182.439,154.5881429,103.5804286,138.087,967.5512857,519.4148571,1344.682286,586.7475714,666.0787143,243.3512857,276.1558571,221.2617143,133.8914286,247.3945714,139.3325714,249.09,236.5331429,120.8192857,195.119,138.9527143,46.10114286,58.59157143,99.48971429,70.28957143,48.68428571,39.75514286,86.334,213.4328571,197.2835714,366.4407143,239.3992857,239.3992857
Manapouri,cumecs,1953,527.9348571,129.4067143,263.1014286,716.674,1390.612286,346.5237143,295.3841429,384.0074286,326.558,524.3718571,255.905,139.3465714,102.5497143,245.184,156.5001429,341.6111429,203.6048571,667.6967143,436.933,677.23,275.2435714,228.7187143,397.2691429,941.0682857,667.163,262.7551429,345.6541429,176.68,171.6235714,362.4304286,283.5341429,282.8565714,330.6471429,689.7918571,663.3484286,707.83,739.4945714,586.8538571,558.0131429,359.947,450.2502857,656.0305714,187.149,143.1322857,233.4997143,530.8077143,409.591,240.078,217.9612857,652.7368571,312.1931429,538.7795714,715.157
Manapouri,cumecs,1954,229.993,270.1847143,475.0641429,257.9287143,188.4538571,107.5492857,113.7488571,100.4182857,131.5128571,439.1781429,829.7768571,1047.979857,311.2432857,1293.577714,281.7401429,206.4181429,270.2224286,172.3478571,161.9251429,271.9855714,448.5702857,549.7725714,435.4458571,214.1294286,308.3651429,598.5858571,297.2818571,1043.860429,516.461,406.8232857,733.8892857,395.0488571,604.9548571,255.2774286,509.0697143,415.829,301.2318571,213.17,146.1908571,582.2564286,581.2507143,319.897,383.6008571,411.8782857,345.9041429,260.9388571,644.1132857,506.0004286,298.2018571,503.6937143,273.5094286,306.6792857,306.6792857
Manapouri,cumecs,1955,317.9732857,239.8447143,257.5285714,169.5401429,364.7585714,1093.060143,422.0721429,499.4188571,309.9218571,402.8131429,822.493,568.4581429,209.5005714,140.0131429,266.8001429,157.1197143,199.6531429,199.3355714,102.9272857,323.852,319.6955714,784.8401429,225.6442857,199.8747143,657.21,1157.174571,358.0498571,278.8595714,198.727,285.1877143,284.6425714,337.8971429,313.5038571,564.1782857,737.863,810.5462857,349.3495714,143.013,76.945,81.81242857,312.7425714,169.0035714,254.0562857,135.0605714,96.63642857,225.0965714,93.31357143,132.0254286,51.73985714,284.4591429,229.707,206.6478571,206.6478571
Manapouri,cumecs,1956,173.4232857,159.345,211.3545714,1108.139857,597.1387143,163.8242857,505.835,230.737,235.5817143,236.9765714,106.948,1085.581857,331.0255714,513.2867143,687.0228571,205.9544286,133.2867143,242.8707143,273.2015714,258.0275714,542.0388571,394.646,355.1252857,282.6177143,408.6311429,660.8114286,319.8817143,244.7144286,209.0325714,486.4391429,436.6238571,466.5407143,417.7728571,584.7294286,260.788,619.3602857,251.6562857,220.6017143,843.4128571,1180.493714,440.705,231.8032857,482.5512857,966.3104286,343.5295714,487.8834286,155.7255714,273.7198571,189.155,160.5481429,277.0277143,346.5707143,346.5707143
Manapouri,cumecs,1957,309.1354286,333.4641429,282.4428571,236.6984286,1090.400857,820.4084286,667.9185714,587.7972857,526.6775714,347.526,582.3515714,461.0931429,264.474,1284.304857,356.5304286,263.1701429,249.3925714,205.3608571,252.9718571,219.5311429,433.9647143,350.6441429,153.5191429,143.6034286,156.8682857,181.6667143,479.0308571,454.6781429,713.4318571,671.7651429,596.4772857,947.2157143,492.1155714,1470.569714,1490.428857,591.004,686.3238571,1205.752571,532.1155714,1105.057429,373.2518571,282.0655714,661.3891429,933.3714286,898.6834286,484.1108571,1266.072571,976.9441429,645.2557143,538.7942857,377.4458571,207.5821429,207.5821429
Manapouri,cumecs,1958,1257.235286,794.1801429,470.2395714,542.1937143,451.3205714,1208.027571,1042.04,270.5794286,1524.142429,1074.936143,964.6197143,512.6207143,522.8342857,324.0834286,158.2242857,165.8545714,199.9057143,133.3328571,190.8467143,443.8701429,315.6465714,190.516,208.706,174.2604286,148.1918571,130.0532857,937.0897143,481.5885714,269.1805714,248.7512857,1041.903429,543.3667143,369.0204286,485.3611429,222.4911429,222.6322857,292.6094286,467.9152857,242.4848571,352.3108571,349.1694286,153.1328571,97.18314286,119.8095714,446.8307143,453.2615714,192.3705714,296.3294286,141.1795714,335.9407143,362.9237143,96.84242857,96.84242857
