Ahuriri,1980,34.57,39.67,33.99,33.69,36.54,37.41,37.84,43.32,38.45,37.93,38.73,41.54,39.59,36.94,31.24,26.67,27.6,35.88,31.44,38.92,40.09,33.16,38.01,42.75,41.44,47.34,48.22,58.53,59.71,62.92,60.94,59.22,60.53,68.48,60.28,55.18,58.12,70.04,69.02,67.06,59.14,59.76,50.05,46.04,44.02,37.71,33.76,35.27,38.06,40.03,45.51,34.8,34.61
Ahuriri,1981,70.6,34.6,30,40.5,71,54.6,43.8,53.4,40.2,33.7,88.4,39.5,34.6,33.5,32.4,26.6,22.2,27.4,33.9,25.2,21.3,20.1,17.2,17.6,29.1,29,29.5,91.4,60.2,41.5,79.1,49,46,42.6,45.2,35.7,57.2,75,54.3,38.4,34.5,34.6,26.5,54,97.4,40.7,33.8,31.7,40.2,40.6,86.4,32.6,22.7
Ahuriri,1982,21.9,29.8,21.1,18,16.4,24.9,27,130.1,46.2,47.4,31,24.3,22.5,18.5,17.1,18.6,15.2,25.2,22.7,27.9,23.7,32.7,41.1,38.5,31.4,30.2,26.2,22.9,39.2,30.7,56.9,77,83.4,139.3,134.7,73,71.9,79.3,89.3,48.4,64,191.2,71.3,47.6,40.7,29.5,28.5,24,21.9,51.3,25.4,38.7,38.7
Ahuriri,1983,32.9,44.1,52.1,35.8,51.2,105.3,85.4,60.2,38,34.1,28.5,35,37.8,35,51.3,37,28.5,63.8,59,62.4,38.6,31.6,28,50.9,45.2,112.8,88.3,125.2,64,142.8,110,90.9,98.9,119.1,63.4,57.9,100.3,67.7,52.1,45.7,49,92,47.6,86.4,47.7,41.1,43.3,28.8,84.7,62.9,44.4,34.9,34.9
Ahuriri,1984,41,35.8,27.4,22.4,31,30.5,35.8,32.8,25.3,21.4,26.5,23.9,20.1,19.5,19.1,19.1,71,50.1,68.1,33.3,30.6,46.4,28.8,25.4,48.1,29.2,29.7,25.6,56.6,188.4,58.2,52.3,54.7,74.8,110.6,60.7,77.6,81.3,347.3,91.7,81.4,130.3,68.2,52.6,41,30.9,25.5,23.2,28.7,25.2,21.1,18.7,18.7
Ahuriri,1985,17,15.7,15,46,27.5,20.5,39.5,27.5,27.7,20.7,25.2,29.8,39.6,25.5,28.6,25,40.8,26.2,25.3,42.2,57.9,52.2,38,60.6,36.3,29.9,50.3,39.5,38.5,30.7,29.5,30,26,72.6,97,56.5,46.3,42.8,53.4,94.5,57.2,53.7,45.2,42.3,30.1,25.8,27.9,66,82.1,40.3,121.4,47.8,47.8
Ahuriri,1986,35.9,42.7,41.6,31.2,42.8,40.8,28.8,26.6,28.2,36.6,51.4,92.6,52.9,38.7,27.7,22.9,21.3,33.6,38.5,30.5,26.7,31.3,24.1,31.2,29.7,25.3,43.3,81.9,57.3,50.7,48.5,45.1,56,38.4,43,38,30.2,40.6,46.8,48.5,34.9,29.1,49,84.6,81.9,97.8,40.8,35.8,41.7,77,124.3,43.4,43.4
Ahuriri,1987,102.3,118.8,55.2,42.3,47.9,38.1,32.4,28.4,39.3,106.5,89.1,79.6,52,36,28,25.4,23,21.1,22.2,32.6,24.3,25.6,24.8,40.4,31.7,27.2,26.3,63.5,128.8,57.7,55.3,69.5,78.7,47.6,34.3,36.9,58.7,36.6,31.4,38.9,27.9,24.7,32.9,41.2,24.8,20.7,30.5,50.4,54.9,29.7,41.2,40.9,24.8
Ahuriri,1988,25.7,36.7,26.6,21.2,18.3,17.3,17.4,40.2,21.4,18.1,32.9,40.9,35.7,33.7,26.8,25.4,57.8,55.6,33.2,35.5,49.6,45,36.3,89.5,80.2,64.6,50.9,79,143.1,115.6,149.9,95.7,67.7,74.8,72,58,75.2,51.2,53.8,44.8,38.6,35.9,40.7,33,38.9,29.5,23.6,38.8,23.6,79.4,84.7,36.3,36.3
Ahuriri,1989,65.5,30.9,26.3,24.9,26.2,28.2,22.7,23,27.9,23,70.7,51.1,34.8,26.2,36.8,30.4,21.8,18.2,22.4,24.7,18.9,16.7,15.1,14.2,15.6,17.2,19.4,27.3,21.1,22.1,22.3,22.6,57.2,25.2,21.2,27.5,21.8,127.1,41.2,133,59.8,32.8,57.8,30.7,24.3,23.8,27.1,21.4,17.9,63.9,50.9,26.3,26.3
