0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1
1876.701717,1541.887034,1437.768922,1063.425574,663.9795098,523.9094181,460.1257634,422.7733482,366.40963,311.684845
1728.109626,1417.33147,1288.740185,906.1521457,633.2254104,517.3375269,457.5483286,421.7392888,370.2487947,321.5410737
1786.751744,1446.072476,1214.843114,859.5275102,639.6802348,528.8435561,471.9496089,437.2521651,380.7296485,311.0804806
1795.696557,1436.622963,1128.733443,852.9475808,638.5499928,525.3275277,467.0367317,432.7467963,371.5849414,314.5513278
1585.014517,1308.805943,931.449244,707.8348405,576.1459664,508.0804201,460.6517681,429.2364896,377.0429154,296.0464585
1892.811723,1437.304222,1153.601624,851.9661436,635.7377986,517.8984193,461.9294734,430.302688,408.0428063,349.1658046
1702.468836,1390.440449,966.8046373,736.7654774,586.0120175,504.8991129,458.8356981,429.7397693,375.9088828,291.0260247
1914.893589,1418.186639,1102.75446,818.4292637,614.3187272,505.2477637,457.1967669,425.8921359,374.6916907,322.6525987
1696.96033,1265.041433,911.3290365,719.1073288,582.7103728,496.9762378,455.5500805,428.2362628,362.0189341,287.0727851
1517.164835,1205.010124,880.8488324,690.2193315,558.5412677,497.7722877,460.3974002,436.4532056,373.6475065,315.3231771
1731.329315,1407.422093,963.9058883,757.2410359,596.8832629,504.630097,462.8029634,438.6481899,390.3777342,312.524535
1968.541137,1435.491296,1170.15501,865.1749024,619.8826023,502.6305115,461.0607408,441.8948553,411.9793331,372.8237661
1920.020696,1387.746363,1068.277136,828.1904148,590.9043262,496.0586435,458.416377,438.694765,405.9990471,332.4517666
1733.09506,1075.839817,783.5072216,636.3528366,549.216477,488.416675,454.2450089,432.1110741,384.8565064,347.946842
1660.797532,1004.189285,743.0680186,590.1759792,534.7065772,480.7307374,449.6950436,421.8007451,368.9828964,312.8526561
1750.826207,1061.004583,789.6175216,658.474193,561.7704207,483.8412022,452.5617952,425.8204978,388.6485598,347.1005225
1718.439011,1008.015901,735.9789617,601.0339621,534.2654385,476.4092511,445.623333,412.5522979,373.6988036,330.7751939
1663.644809,969.6449437,694.5979539,558.3305534,512.819273,462.618685,428.9035588,393.4507616,350.3491265,288.0060633
1939.250119,1224.240034,903.0436106,690.9528864,552.6405693,457.0139943,431.9169565,423.6076282,389.9830183,335.6173518
1585.322774,885.2311633,635.9948062,528.0775603,489.602445,440.9261712,407.3055338,365.0717277,318.1810055,282.6965021
1600.082256,879.6984808,639.6085203,534.2990292,493.464007,442.2470198,404.7746589,362.6542585,319.2746877,287.2552778
1631.589823,873.8033068,623.504793,527.6738843,488.6086762,438.3610099,397.2565762,361.4300969,317.9493847,296.9170948
1635.416263,844.8749207,612.0860446,537.539887,484.3580916,424.8392079,389.0172701,356.8618409,308.92269,282.1619102
1300.853582,684.0099693,539.5757732,486.9382353,460.2181836,399.6819243,356.9913576,319.9088305,289.8911755,266.3420068
921.0251643,641.6061634,528.0366443,470.615342,436.1238437,385.9370523,339.6865973,304.411938,280.7446906,251.5399377
1021.741218,676.1134307,547.4255443,474.532546,429.6255905,371.8876406,331.6187153,296.8046584,269.86237,242.5408096
1609.859007,902.6062409,722.7217396,559.0749586,471.3719825,407.0525951,376.9872311,344.2503896,301.3879869,280.1745927
1267.683656,771.1637596,630.3111104,495.8450049,428.4627335,376.014844,336.9392426,294.0401649,276.1354758,247.7035358
881.5873784,727.8337496,566.4813753,476.9401029,410.8621151,352.1759888,311.8161968,273.4120396,253.0295291,227.3196738
699.6998747,657.753702,542.4098124,468.3343533,417.3125246,357.9244986,310.4144755,277.6748427,253.2413842,222.7106034
731.9045508,633.6291954,525.8427571,466.6312854,412.3813349,347.1657891,305.7663984,270.8707518,247.2209038,223.0100171
1462.043036,1095.736354,785.1342219,565.4338745,437.9770977,376.6836641,331.2083445,297.8215862,262.1556064,233.2524772
1455.077811,1272.132422,869.829554,598.6324112,423.5755252,382.1093382,338.6900194,303.5909344,266.0474682,232.9637869
1351.49553,828.4365144,762.6852269,602.0135865,420.5084555,371.4323142,336.7990332,299.2948239,262.7932354,233.368243
1122.578803,693.6826703,576.3245889,507.7744143,399.04899,366.7562713,320.3314805,288.0606148,259.4195904,228.657105
1301.98952,751.7641903,592.3801366,507.3606946,398.7844925,365.1291868,329.8675649,298.1920698,268.2065651,237.8948229
1094.816308,842.8265912,762.0702996,630.1341897,406.2936559,373.0697297,337.0085271,305.2640084,272.8054539,243.7103309
548.0968951,483.0706711,445.0501974,433.5516001,388.5619387,350.0348557,327.1047935,297.3354062,269.2305663,236.5348644
437.972379,434.4376279,426.6914762,417.3906756,392.6357459,356.9606553,331.8617881,305.0581226,273.0060016,234.6527863
450.3006149,448.8686948,442.908247,427.9253705,401.4756381,368.7444705,341.4432162,312.4391036,278.9567694,232.405314
583.2959976,569.2753786,509.0815848,459.1567365,415.8991038,378.6651775,350.5605121,320.5449684,286.8490381,240.4605304
909.433602,780.3951365,657.6400375,520.7063552,433.4900544,402.1550412,372.7841744,344.1613969,303.0080279,253.5265822
1398.754267,913.2300507,768.5443869,618.9437174,454.6403448,416.9953639,384.3745138,354.5556533,320.0832774,264.7568438
1411.401408,1019.860135,810.3216761,628.6726835,466.9579159,410.2247719,378.7482654,349.8936743,315.0097629,260.9490058
1371.023486,1078.142963,825.581553,632.5342325,473.9743362,422.0837629,389.5400248,361.9743788,324.8605724,261.6995059
1500.212901,1245.925125,952.6132096,792.4763727,482.7279455,432.7027546,400.8071638,374.400956,338.2071183,283.326966
1362.54438,980.3012385,783.1029918,644.0773949,477.6588133,430.8653273,400.9841671,370.5584385,333.0999579,264.0957845
1420.290662,1144.072966,870.4986491,644.9826458,486.6683319,440.466333,417.8447041,391.0510682,350.3109368,281.4021673
1417.255795,1016.48728,781.7504087,558.2680706,475.1947208,442.0471827,413.4004976,380.6669693,339.4241744,272.1120743
1434.574997,1048.962598,767.1338536,544.9581897,482.8104562,447.4349214,422.5860124,389.8522635,349.0147354,277.1320406
1452.781267,963.5933169,694.8548847,546.825733,486.7843311,448.6980981,422.7636082,391.3459393,339.7984386,270.1160948
1452.430792,883.1520461,651.6592387,524.4310272,473.8529933,444.5559273,421.8783451,390.1009422,329.7345085,255.147061
1366.977166,776.0814237,622.0309865,522.9358445,483.3685191,450.3231897,425.8773345,392.5515945,333.5175544,267.9026228
1362.761693,779.6236278,629.6679136,529.0889437,487.3906746,452.6429049,425.5627355,388.9470777,331.6082773,255.9264689
1336.015995,781.4394091,631.1459145,536.3316699,490.9445141,465.5870312,440.1673207,405.4764537,341.6838305,279.7035189
1319.904616,785.0680665,635.8541482,535.9850428,481.7713859,462.5124611,431.937204,402.9819033,335.8968617,266.4503683
1402.721737,856.8375908,661.5938357,547.2089257,494.973526,467.1164983,434.299159,402.4188907,340.2414613,269.4592636
1409.90114,895.2203789,674.4575432,550.8888737,486.9942344,462.6841048,431.8394618,401.9658354,334.1432996,256.8309655
1601.769486,1059.923278,768.6725748,634.6207479,521.0365243,469.6391542,434.9626257,404.6161578,340.8755662,278.7160044
1416.584574,914.9287555,707.2107041,573.733101,505.7568018,465.5248038,432.6777994,402.109064,332.802692,252.2321348
1651.374612,1025.544756,761.0442367,609.6858853,526.4379319,471.5294489,437.1328726,405.9695626,348.5667857,300.9100254
1366.286807,950.0459192,725.9205726,576.4872171,498.8381099,464.5412555,437.7708211,412.3987724,339.7026298,258.9701602
1583.606608,1136.39666,774.0425978,613.3771431,511.9626103,475.7272028,442.2462886,416.5209624,350.0064181,291.5408383
1770.313361,1291.395145,831.7033886,637.3904329,536.8206413,477.7548198,443.5211534,418.2489122,369.6031357,273.6989326
1999.24263,1432.949716,1052.158837,823.7020069,569.490216,478.0808647,443.6696613,428.9080037,392.1076281,354.9649437
1774.056763,1094.477347,757.8794789,598.1892888,523.9837376,477.4474235,443.9292132,417.207919,367.3299468,280.4089362
1721.133382,1019.662541,720.0226711,562.8631962,492.7316261,465.9597774,432.8311971,401.2117331,342.3163086,288.5625917
1811.319819,1091.903445,751.0677412,601.714795,511.3760831,470.5724829,435.9515379,399.7970859,355.2252168,306.607685
1872.285739,1097.556503,764.0487851,607.082142,523.4148682,468.9501755,431.3051358,395.8064145,363.313707,316.1817752
